N1,N2,N10,N100
5703,1.06082,1.47318,0.696082,1.02848
5704,0.997244,0.463668,1.36833,1.17844
5705,0.315972,1.73503,1.23559,0.836356
5706,2.64798,1.23194,1.13957,0.867289
5707,0.528841,0.50442,1.5409,1.1982
5708,1.97735,0.680394,0.778105,1.00394
5709,0.394244,0.0833202,0.950123,0.937487
5710,1.09178,0.43832,0.736278,0.896066
5711,0.217865,0.549287,0.671658,1.14079
5712,3.76527,0.575642,1.01792,0.947085
5713,0.745949,1.18343,1.20433,0.953043
5714,0.549504,1.38492,1.44148,1.00476
5715,0.270673,2.22431,1.09703,1.09885
5716,0.0369322,0.744282,0.77691,1.11242
5717,0.378026,0.300948,0.625104,1.02798
5718,1.72316,3.2953,0.826309,0.947981
5719,1.52094,0.821921,0.691835,1.07199
5720,0.0341127,0.340271,0.908384,0.933838
5721,0.463108,0.730722,1.13725,1.05216
5722,0.931173,1.0625,0.640597,0.965796
5723,0.24296,0.399827,1.23943,0.898313
5724,1.18235,0.817085,1.06128,1.27938
5725,0.216892,0.162828,1.05212,0.868479
5726,1.13739,0.774137,1.18167,0.937979
5727,0.75977,0.600565,0.606314,0.97064
5728,0.773721,1.39149,0.7759,0.938935
5729,0.00235563,0.94937,0.98517,1.06502
5730,2.43277,0.743927,0.648637,0.867742
5731,0.561612,0.524559,0.399809,0.965889
5732,0.178655,0.281337,1.00318,0.98535
5733,3.91728,0.347891,1.0202,1.02648
5734,0.0066173,0.813252,0.400467,0.945437
5735,0.606162,1.24335,1.41472,0.830907
5736,2.29668,0.302865,0.739405,0.970533
5737,0.145068,0.189225,1.07437,0.965277
5738,0.747308,0.996628,0.939615,1.13214
5739,0.150564,0.916036,0.82788,1.00134
5740,0.2515,1.16943,1.24736,1.02357
5741,0.0374418,0.88509,1.02573,1.1154
5742,1.01836,0.9022,0.480226,0.920246
5743,2.43884,0.566715,1.363,0.908611
5744,1.16009,1.57977,1.18564,0.840008
5745,0.820377,0.841366,0.593981,0.896801
5746,2.24661,0.287093,0.778597,1.04313
5747,0.550904,1.11509,0.671165,0.914735
5748,0.458167,1.93703,0.999346,0.871736
5749,0.210817,0.458832,0.796396,1.0018
5750,0.149763,1.54796,1.49682,0.933921
5751,0.171662,1.78955,0.628866,1.03852
5752,2.83495,0.700305,1.32152,1.08213
5753,0.337584,0.354655,1.41222,1.06588
5754,0.636756,0.22151,1.06579,1.0447
5755,3.74679,0.597882,0.495664,1.04461
5756,2.43068,0.575992,1.10709,0.936213
5757,1.50415,0.824524,0.809834,1.01436
5758,3.16714,0.546599,1.27762,0.838319
5759,0.330927,1.31675,0.961778,0.929007
5760,0.130709,0.802308,0.844907,0.961479
5761,1.45323,0.568657,1.32503,1.08557
5762,0.0241698,1.25937,1.19696,1.3544
5763,0.702501,0.656741,0.801228,1.11075
5764,1.06033,0.268081,1.34175,0.823447
5765,0.268366,0.236034,0.613282,0.966962
5766,0.253831,0.634274,0.94625,0.946659
5767,1.2139,1.62019,0.915199,0.895167
5768,0.419713,1.74039,0.624103,0.907618
5769,0.100583,0.957386,0.706021,0.964581
5770,0.308731,1.85747,0.632519,0.899941
5771,0.429492,0.7642,1.08505,1.10839
5772,0.444487,1.48229,0.801884,0.961856
5773,2.5568,1.18129,0.621879,0.97358
5774,0.180832,0.900809,0.549561,0.900899
5775,0.61524,0.25458,0.959737,0.989398
5776,0.186721,0.144474,1.07547,0.877927
5777,0.610483,1.83718,1.39151,0.880188
5778,0.454709,0.694064,1.07037,1.07414
5779,0.963323,1.56569,1.21318,1.04787
5780,0.873543,1.99676,0.887851,1.00087
5781,3.34373,0.393861,0.630962,1.057
5782,0.402272,1.02689,1.18219,0.982379
5783,0.226051,0.225521,1.05655,1.06641
5784,1.27173,0.268294,1.09849,0.788191
5785,0.389034,0.36269,1.33844,1.01159
5786,3.45709,0.574289,1.59771,0.788423
5787,0.211994,0.80218,1.15113,0.87112
5788,0.593852,0.970314,0.956859,0.986916
5789,2.18509,0.462356,1.04484,0.936442
5790,0.33704,0.189369,1.42468,1.21799
5791,1.75119,0.0201447,1.24805,1.05274
5792,0.00692222,0.675576,0.866893,0.94854
5793,0.199572,2.26561,0.991009,0.888526
5794,1.39744,1.21758,1.08641,0.942479
5795,0.626764,1.22507,1.20955,1.00065
5796,2.52547,1.09717,0.774823,0.847262
5797,1.41629,2.47276,0.670921,1.01477
5798,0.274372,0.751078,1.24364,1.11478
5799,0.180452,0.788901,1.90339,0.997751
5800,0.958511,0.745713,0.53066,0.970069
5801,1.19489,1.3514,0.694951,1.02069
5802,0.298195,0.926223,0.612278,0.856819
5803,1.17008,0.620335,1.33404,0.994348
5804,1.80011,0.87332,1.51608,0.97785
5805,0.550351,1.35448,1.30639,0.962865
5806,0.221035,2.5148,0.877854,0.874613
5807,0.101624,2.12503,1.1464,0.879545
5808,0.930425,0.462263,0.992998,1.03552
5809,0.371329,1.63094,0.693031,0.98435
5810,1.36899,0.0855742,1.06714,1.03126
5811,0.0969272,1.5292,0.798513,1.01391
5812,0.648041,0.21088,1.16198,0.968064
5813,0.308806,0.149849,0.694943,0.896696
5814,1.03552,0.405442,1.52072,1.06448
5815,1.48591,1.86244,0.640719,0.969071
5816,0.308618,1.84468,0.627464,1.04007
5817,0.375842,0.423726,0.945257,1.30336
5818,0.203672,0.671309,1.03694,0.880649
5819,2.10535,1.57564,1.52191,1.10331
5820,1.94285,2.08993,0.743373,1.01202
5821,0.947626,0.38828,0.64932,1.26688
5822,0.70719,2.45589,1.44206,1.02123
5823,0.663201,0.78039,1.13863,0.969387
5824,2.01904,0.634046,0.618946,0.932374
5825,0.559003,0.246827,1.27927,0.907065
5826,0.0985151,2.10119,0.693471,0.869686
5827,0.51325,0.51083,1.01275,0.883608
5828,4.68188,0.494582,1.31537,0.932358
5829,1.10489,1.21887,0.877162,0.978967
5830,0.231734,0.0342601,0.848826,0.965281
5831,2.23504,1.21721,0.824743,1.19823
5832,1.79386,0.249825,0.804007,1.06383
5833,1.56425,2.3722,1.20489,0.94272
5834,3.02652,0.682325,2.10142,1.00708
5835,0.801839,0.674216,0.801099,1.00484
5836,0.639111,1.19082,1.07276,1.02741
5837,0.579156,0.847728,0.94786,1.08234
5838,3.53058,1.06741,1.30726,0.898947
5839,0.0744622,0.266202,1.27618,0.786337
5840,2.4679,1.72877,1.12308,1.03398
5841,0.122484,1.79416,1.64331,0.938006
5842,0.134124,0.920418,0.871038,0.970838
5843,0.729904,0.674897,1.06251,0.855528
5844,0.509893,1.72444,1.16107,1.08276
5845,1.14223,0.461722,0.956065,0.900849
5846,0.274115,0.69173,1.24803,1.10367
5847,2.02539,1.80772,0.904196,1.1614
5848,2.16691,0.312926,1.09678,1.05765
5849,0.882926,1.89608,1.17162,1.04347
5850,2.20919,1.41695,1.17012,0.901554
5851,1.16248,0.580895,1.38764,1.12503
5852,0.404199,0.558088,0.94198,0.938349
5853,0.552105,1.54647,1.14175,1.07148
5854,0.0221678,0.876726,1.54658,0.899658
5855,1.11747,0.669914,0.926775,1.01501
5856,0.03292,2.44783,1.57714,0.875736
5857,1.3756,0.598435,0.764308,0.970322
5858,3.59741,1.21651,0.941754,1.09784
5859,0.574058,0.808526,0.56869,1.02271
5860,0.447101,0.844777,1.25668,0.992722
5861,0.0574095,0.495388,0.855173,1.00082
5862,0.391559,0.425523,0.637057,0.994434
5863,1.09219,1.57772,1.21331,0.969372
5864,0.3386,0.663821,0.718683,0.957078
5865,0.374032,1.70756,1.07245,0.971459
5866,0.34016,0.885571,0.698224,0.858343
5867,0.0534695,2.27562,0.948437,0.917136
5868,0.880465,0.914594,1.83205,1.05816
5869,0.366294,0.647658,0.741459,0.975993
5870,0.543248,0.890955,0.626889,0.997225
5871,0.0145062,1.75126,1.68498,0.997874
5872,0.241429,2.24623,0.470878,0.928643
5873,0.55502,1.66753,0.903848,0.956264
5874,0.0484317,0.584411,0.71405,0.918782
5875,2.1291,1.15257,0.961068,0.915135
5876,0.4553,1.43927,1.44476,1.01013
5877,1.76782,3.4702,1.43505,0.853523
5878,1.00207,0.927645,0.648471,0.910362
5879,0.522252,0.111448,1.14146,1.00784
5880,0.328258,0.433395,1.39696,0.98351
5881,0.562012,0.877204,0.819362,1.03211
5882,0.277893,1.82513,1.16461,1.09344
5883,0.187941,0.458153,0.75663,1.13832
5884,0.72195,0.104936,0.878694,1.10173
5885,0.33229,0.66385,1.56094,0.791327
5886,0.845497,2.21678,1.08077,0.907888
5887,0.737981,0.431174,0.863884,0.995519
5888,1.70708,1.45036,0.844638,0.980972
5889,1.0688,0.182357,1.17244,0.967747
5890,1.15244,0.989339,1.87555,0.909904
5891,1.63102,1.40026,0.811739,1.0067
5892,0.361847,2.01288,0.927198,1.0347
5893,0.0436649,1.85679,0.772822,1.00027
5894,0.30498,0.282795,0.590964,1.00296
5895,2.02868,1.56739,0.971538,0.853784
5896,2.92241,1.69713,1.26195,0.885559
5897,0.214384,1.91129,0.984345,0.979663
5898,0.216619,1.40417,0.93863,0.851908
5899,0.421532,0.268143,0.781437,0.918576
5900,0.945842,1.3381,1.38212,1.03307
5901,1.49887,0.493444,1.33349,0.824615
5902,0.840396,2.12432,0.597282,0.975072
5903,0.747194,0.352909,0.803498,1.00532
5904,0.330847,0.530629,0.937702,0.956301
5905,2.22498,0.351026,0.632604,0.810749
5906,0.448962,1.02296,0.711013,0.926725
5907,0.620206,1.15438,0.968006,0.938828
5908,1.72055,0.632787,1.42802,0.899938
5909,0.209467,0.832792,1.17681,0.980121
5910,0.440161,1.24078,1.22545,1.18849
5911,3.49083,0.151997,0.735029,1.0493
5912,1.61171,2.23411,1.00365,1.22261
5913,0.217956,0.42071,1.25361,1.11724
5914,0.380957,0.174112,1.22315,1.0205
5915,2.12205,2.08316,1.1183,1.03352
5916,0.213208,2.51772,0.911131,1.03608
5917,0.282044,0.82151,0.894293,0.971166
5918,0.637872,1.14039,0.979654,0.920948
5919,0.212182,2.05587,1.15855,0.940331
5920,0.48879,1.11509,1.51679,0.920842
5921,0.816461,0.285848,1.14267,0.891827
5922,0.540501,0.704725,0.865121,1.05011
5923,0.666506,1.94467,2.06307,1.10853
5924,0.409065,0.694303,1.22523,1.3161
5925,0.131962,0.44336,0.839825,0.944948
5926,0.362704,3.83564,0.913332,0.980824
5927,1.80373,0.609761,0.859323,1.15721
5928,1.29067,0.755624,1.55563,0.930775
5929,0.519473,0.866564,0.898258,0.977203
5930,0.526609,0.562212,1.32209,1.10954
5931,0.278836,0.980666,0.669086,1.11762
5932,0.152992,0.683788,0.795555,0.888953
5933,0.00875922,0.0497197,1.28,1.04564
5934,2.10277,0.538195,0.590128,1.13895
5935,3.41152,2.1556,0.919178,1.05962
5936,0.0534601,0.639515,1.09115,0.901207
5937,1.1391,1.53033,0.806349,0.922586
5938,1.11121,0.212888,1.14725,1.11235
5939,2.20182,1.62128,0.553171,0.96435
5940,0.0523158,0.0597766,0.677229,0.915777
5941,1.1491,0.443769,0.93318,0.944811
5942,1.73158,1.39214,0.728958,0.937078
5943,0.638647,0.0217875,0.710938,1.13412
5944,4.00402,1.51075,0.829526,0.978784
5945,0.0358661,1.03605,0.56985,1.0828
5946,0.648937,0.0447945,1.10882,1.084
5947,0.320422,3.23757,1.12891,1.02467
5948,2.42566,0.577104,0.66336,0.840123
5949,0.889509,1.165,0.871826,0.997888
5950,0.390578,0.695967,1.23564,1.02875
5951,2.08992,1.85339,0.652866,0.886151
5952,0.130607,0.917079,1.27836,0.978153
5953,1.28889,0.382334,1.05502,1.06508
5954,2.0157,0.632747,1.42986,0.856092
5955,0.55899,0.594901,0.947657,1.00375
5956,1.73838,1.26874,1.34161,1.08867
5957,1.39517,0.835738,1.29543,1.24811
5958,0.205914,0.441042,1.22139,1.18771
5959,0.948628,1.83689,0.410239,1.1661
5960,0.746206,0.859155,1.70244,1.04672
5961,0.147165,0.353078,0.861439,0.937005
5962,1.03969,0.259903,1.31686,1.04535
5963,0.196729,1.8608,0.813474,0.99011
5964,0.429233,0.214137,0.888384,0.931531
5965,0.838268,0.307308,0.765821,0.862463
5966,0.793903,2.07241,1.32669,0.814306
5967,0.570463,0.958568,0.868732,1.03825
5968,0.145266,0.980608,0.85739,1.06764
5969,1.50049,0.700573,0.852355,1.0667
5970,0.440894,0.183616,1.06375,0.921737
5971,0.301826,1.58929,0.672434,0.907901
5972,0.275841,1.21178,0.704875,0.965765
5973,0.0236914,1.10375,1.11628,0.965987
5974,0.523755,1.92859,1.34554,0.937153
5975,1.5596,1.07664,0.844399,1.2028
5976,0.423393,0.661092,1.09348,1.18452
5977,0.309788,1.1942,1.14504,1.13422
5978,0.879153,0.433323,1.21576,1.08872
5979,0.611719,0.245369,0.872395,0.886903
5980,0.647687,0.518646,0.566674,1.1592
5981,0.567813,1.42682,1.45563,0.912116
5982,0.182908,0.374555,0.639809,1.20403
5983,0.719052,0.072504,1.00545,1.11141
5984,0.779421,0.889607,0.890158,0.890907
5985,1.10732,1.61744,0.868892,0.953288
5986,2.61936,1.35694,0.669581,0.982495
5987,0.384257,0.926086,1.29073,1.03977
5988,1.37255,0.331892,0.878578,0.998014
5989,0.210014,1.16911,1.04144,0.988647
5990,1.08702,0.766103,0.900274,1.02086
5991,0.206934,1.127,1.72314,0.913587
5992,0.0573778,1.44891,0.988994,1.16148
5993,0.107853,0.354038,0.969035,1.05992
5994,0.0998089,1.02789,1.28848,1.30371
5995,0.614924,1.29299,0.698223,1.03563
5996,1.68719,1.97638,1.13339,1.21341
5997,0.55964,0.731024,0.924767,1.05906
5998,1.55249,0.181796,1.07668,0.907331
5999,2.85796,2.9868,0.926026,1.01865
6000,0.43993,1.75231,0.96921,1.01277
6001,0.195204,0.360625,1.05725,0.978041
6002,0.217039,2.05291,1.1268,1.07792
6003,0.409359,0.856332,0.986633,1.08678
6004,0.203959,0.400392,1.07277,1.06236
6005,1.6715,0.700186,1.24393,0.8368
6006,1.32423,0.40605,1.4884,0.952214
6007,0.395969,0.159409,1.52233,1.0265
6008,0.648456,1.30228,1.14029,1.10166
6009,0.471162,0.415411,0.784114,0.943735
6010,0.0383902,0.464139,0.932773,0.931928
6011,1.32138,1.51594,1.59957,1.096
6012,0.431925,0.237248,1.2941,0.97823
6013,2.10142,2.20984,1.13263,1.15323
6014,0.116842,1.2077,0.919847,0.878185
6015,0.192232,0.951353,0.818805,1.07156
6016,1.25702,0.829213,0.967588,0.895565
6017,2.31162,0.740178,0.965197,0.875901
6018,0.649947,0.474582,0.718175,1.15452
6019,2.92748,1.35175,2.24583,0.890735
6020,0.91017,1.81943,1.0287,1.06975
6021,0.938731,1.39223,0.669138,0.888231
6022,1.48954,0.842489,0.591207,1.03221
6023,0.161384,0.935776,0.893437,1.05015
6024,0.536962,0.919451,1.09576,1.0941
6025,4.13114,0.660587,0.451856,0.894426
6026,0.293465,1.39265,2.42707,0.932111
6027,2.00726,1.70308,1.9152,0.958771
6028,1.41096,0.232688,0.926164,0.932935
6029,4.82234,1.51239,1.3556,1.02207
6030,0.0477792,1.28454,0.605802,1.05226
6031,1.56154,0.290883,0.811431,0.901573
6032,0.38334,0.133245,1.65772,1.10292
6033,3.02302,0.458896,0.940285,0.995217
6034,0.815834,1.44434,1.42003,1.20318
6035,1.61756,1.39249,1.81642,0.968307
6036,1.01724,0.835437,1.02231,0.809822
6037,0.511693,1.11092,1.01467,0.900886
6038,0.19319,0.910271,1.1104,0.901706
6039,0.755632,0.155799,0.486427,1.13646
6040,0.478786,1.26906,1.42126,0.856271
6041,1.05388,0.606861,1.192,0.93797
6042,1.05137,1.00551,0.643824,0.755739
6043,3.75588,1.06997,0.859987,0.972663
6044,3.11926,0.986049,1.24179,0.854604
6045,1.03307,1.90046,0.76016,0.93138
6046,0.527944,0.880154,1.10066,1.09266
6047,0.186052,1.35964,0.945053,0.748769
6048,0.254916,0.590622,1.69779,0.900607
6049,0.0569871,0.443551,0.917428,1.00067
6050,0.288674,1.8375,0.584273,0.933842
6051,0.126798,0.775328,1.73238,1.11477
6052,0.588284,0.730603,0.681682,1.06325
6053,0.616217,1.24263,1.21104,1.05082
6054,1.76261,2.30918,0.548628,0.845006
6055,1.64425,0.615281,1.02946,1.07374
6056,0.621522,1.61883,0.816135,0.847835
6057,0.00805253,0.954339,0.70248,1.14286
6058,0.111032,0.836852,0.996202,1.19593
6059,0.815978,0.451672,0.879619,0.982088
6060,1.0411,0.589004,0.815319,0.889086
6061,0.109543,0.471641,0.924515,1.12761
6062,0.221289,1.64209,0.854229,1.00426
6063,0.139553,1.44439,0.901645,0.997101
6064,5.13254,0.91753,0.55021,0.984753
6065,0.220344,0.720338,1.05835,1.01983
6066,0.219377,0.458442,0.78691,0.819468
6067,0.923291,1.04941,0.964614,0.934961
6068,0.39829,0.696443,0.902413,0.898516
6069,0.70744,0.650994,1.15416,1.03948
6070,0.839029,0.669282,0.567835,0.937886
6071,0.428448,1.9887,1.20041,1.02247
6072,0.104377,1.1876,1.08787,0.984074
6073,0.597948,2.73474,1.13363,0.920387
6074,0.459974,1.02787,0.91789,0.834642
6075,1.77667,0.218081,1.10275,1.09578
6076,2.04996,0.539591,0.633961,1.01652
6077,0.256197,0.360005,0.782329,1.08753
6078,0.0200697,1.01576,0.673877,1.03979
6079,1.75462,2.05447,0.67952,0.911017
6080,1.00037,0.460097,0.710483,0.933083
6081,0.541156,1.01797,0.915084,0.99517
6082,1.53268,1.70317,1.09736,1.11327
6083,0.174612,0.332146,0.760288,0.884404
6084,0.141832,2.15065,1.28346,0.945659
6085,0.0934376,1.14647,1.93625,1.04726
6086,0.0943073,1.17143,1.19532,0.942915
6087,1.35434,1.45545,1.24579,0.903433
6088,2.98513,1.06266,0.882271,0.926879
6089,1.05563,0.944404,0.746254,0.995556
6090,0.958273,0.489439,0.860894,0.932835
6091,0.365334,0.822732,0.854626,1.03307
6092,0.277802,1.00887,1.19372,0.946646
6093,0.0892282,0.445794,0.864349,1.21869
6094,1.1966,1.18569,1.22637,1.17155
6095,1.31308,0.967963,1.18215,0.944965
6096,0.404438,0.621748,1.33847,1.25765
6097,2.10824,1.11102,1.91575,1.1339
6098,0.965328,0.470933,0.764139,0.96941
6099,0.426937,0.484288,1.76219,0.841575
6100,0.922348,0.407155,0.5796,0.931277
6101,0.895467,1.67517,0.960968,1.07214
6102,0.138297,1.07247,1.0028,0.831286
6103,1.01357,0.664575,1.21677,1.02483
6104,0.95847,0.132366,0.616428,1.01974
6105,0.100868,0.630403,1.08251,1.01819
6106,1.70325,0.489997,0.36436,1.03399
6107,1.27809,1.14348,1.01359,1.20184
6108,2.65876,2.91584,1.03813,0.980508
6109,0.792833,0.175686,1.27384,1.05893
6110,0.901342,1.21434,1.17505,0.995496
6111,4.10162,1.62876,0.4923,0.977736
6112,0.65344,1.07568,1.16186,0.984162
6113,1.72949,0.681993,0.665234,1.06978
6114,0.622517,0.165534,0.650393,0.828555
6115,3.56794,1.66371,0.874248,1.10611
6116,1.00308,0.745877,1.31877,1.1262
6117,0.963751,0.992952,1.16907,1.07012
6118,0.205843,2.42079,1.28128,0.893847
6119,1.67026,1.10054,1.2701,1.02726
6120,0.562796,2.74864,1.2808,0.905013
6121,0.664918,0.814758,1.49806,1.0459
6122,0.889521,0.308328,1.29637,0.757314
6123,0.0417606,1.44888,0.518156,0.88935
6124,7.18609,1.29066,0.897325,0.916331
6125,1.47157,0.758642,1.16539,0.894328
6126,1.16625,0.570085,0.939003,1.08044
6127,2.71067,0.0744677,1.17799,1.01712
6128,2.2696,2.06726,1.22156,1.01026
6129,0.76929,0.333259,1.32008,0.919255
6130,0.0434696,0.60133,1.06525,1.07369
6131,1.51741,0.681878,0.988858,1.06569
6132,1.31281,0.943907,0.886889,1.05265
6133,4.43535,0.795199,0.896652,0.897942
6134,0.903146,0.482396,0.617401,0.752786
6135,0.710103,0.853985,1.37982,1.1676
6136,0.0276171,1.06386,1.00701,0.953547
6137,0.533181,0.91631,1.65015,0.930443
6138,1.17293,2.1251,0.657417,0.983077
6139,1.17824,0.826151,0.648819,1.09358
6140,0.239905,0.691597,0.974013,0.994081
6141,0.137638,1.36807,0.876022,0.940493
6142,3.12141,1.03179,1.07449,1.04788
6143,0.178145,0.476449,1.21845,0.961334
6144,1.66861,1.16852,1.24067,1.00969
6145,2.76452,2.45687,0.84908,1.02665
6146,1.04369,0.316459,1.15717,1.09726
6147,1.10431,2.87285,1.08645,0.951426
6148,0.800179,0.279004,1.35709,1.12033
6149,0.0861261,0.618008,0.591439,0.958301
6150,0.245916,2.08292,0.673057,0.940084
6151,0.911473,1.18017,0.605323,1.10848
6152,2.95211,2.58376,0.963734,0.953431
6153,0.156071,2.55558,1.28165,1.08652
6154,1.79916,0.652872,1.1796,1.00702
6155,1.2864,2.39382,0.885408,0.931625
6156,2.24123,0.238466,1.40593,1.0773
6157,0.798063,0.574807,1.01375,1.09516
6158,0.0804003,0.291055,1.38941,1.0897
6159,1.63185,0.475034,1.3856,0.999553
6160,0.733091,1.54507,1.10512,1.09121
6161,2.26823,0.704757,1.01076,1.15109
6162,2.8437,1.39185,1.07429,0.934299
6163,0.39864,2.43483,1.16213,0.881625
6164,1.95433,1.51605,1.51404,0.985319
6165,1.58898,0.947783,0.769527,0.983689
6166,0.821701,1.04021,1.10492,1.08163
6167,0.98602,1.09629,1.66278,0.881269
6168,4.02212,0.855573,0.827301,0.913074
6169,2.21694,2.01285,0.600659,0.996722
6170,3.42854,1.35789,0.64728,1.17309
6171,0.0623168,0.662845,0.624759,0.924016
6172,2.89136,0.785563,1.28176,1.13793
6173,1.42579,0.521665,1.38478,1.04344
6174,0.0262014,0.14097,0.86766,0.974079
6175,0.603459,1.97138,1.12305,0.788162
6176,0.245514,1.26367,0.46545,1.0684
6177,2.64266,0.732805,0.634848,1.04393
6178,2.13718,1.12499,0.725968,0.959802
6179,1.52634,0.50391,1.61994,1.11892
6180,1.45557,0.339114,0.402147,0.929216
6181,1.72888,1.39246,0.965962,0.98199
6182,0.883496,1.18862,1.11167,1.10405
6183,0.355191,0.643224,0.995277,1.05399
6184,0.668705,1.5316,0.71371,1.03012
6185,0.572952,0.530175,1.03287,0.983182
6186,1.16995,0.97309,0.548722,1.02653
6187,0.771227,0.469291,0.807774,0.912733
6188,1.02299,0.820774,1.10887,1.17198
6189,0.55184,0.729179,1.10434,0.940793
6190,0.836983,0.517867,1.13652,1.0341
6191,0.661992,0.781066,0.969009,0.935107
6192,4.36534,1.03643,0.560729,1.0752
6193,0.426677,0.601159,1.2623,0.881937
6194,0.19601,1.31704,0.724511,1.0259
6195,1.25151,0.698331,1.59779,1.01176
6196,0.917994,0.38064,0.96256,0.973657
6197,0.748864,0.748921,1.19263,1.0431
6198,0.0381413,0.532078,1.28024,0.882036
6199,0.597788,0.287226,0.787294,1.00504
6200,0.522057,0.68128,0.807775,0.92499
6201,0.655914,0.782949,0.871222,1.10093
6202,3.74953,0.398124,0.863321,1.18966
6203,2.23691,0.120921,0.836882,0.948551
6204,0.329189,2.32637,0.525327,0.976423
6205,1.14746,0.59125,1.02788,0.997556
6206,0.235498,0.846238,1.31605,1.06332
6207,0.0763935,1.02024,1.09637,1.13287
6208,0.515758,1.39396,1.22393,1.0332
6209,0.725604,1.33927,0.738346,0.905278
6210,0.216113,1.00863,0.990326,0.890346
6211,0.0392057,0.419234,1.10426,1.13695
6212,0.2743,0.479407,0.863976,0.945993
6213,0.149716,1.17733,0.570965,0.883415
6214,0.749667,0.464658,0.560638,0.850636
6215,0.0703108,0.273647,0.564751,0.993337
6216,0.235869,2.89707,0.8394,0.961253
6217,0.8666,0.521058,0.620827,1.01931
6218,2.0227,1.49471,1.34746,1.17327
6219,0.507845,0.829771,0.745946,1.09385
6220,0.368622,0.599761,1.03463,1.16626
6221,0.0665091,0.0388481,1.41834,1.04465
6222,1.05305,0.571733,0.57446,0.998932
6223,1.31024,1.57479,0.699336,1.12856
6224,1.35824,1.23298,0.596552,1.07653
6225,0.370086,1.36094,0.922628,1.00338
6226,1.25477,1.41467,0.669158,1.10257
6227,1.02022,0.963711,0.878859,0.938089
6228,0.346313,0.525055,1.49307,0.818354
6229,0.720867,0.309083,0.555425,0.906489
6230,0.24721,1.07592,2.23934,0.992855
6231,0.533715,0.172853,0.531741,1.07388
6232,0.680357,2.18667,0.297685,0.986671
6233,0.0285515,1.48545,0.668802,1.00762
6234,0.335642,1.32664,0.828264,1.04468
6235,0.361962,0.371259,0.632591,1.0345
6236,0.0021264,0.641256,0.600974,0.889905
6237,0.32855,0.741767,1.03968,1.14387
6238,0.286963,0.449484,0.750449,1.08098
6239,1.03423,1.68368,0.586807,1.09949
6240,0.325505,0.54536,1.47128,0.888572
6241,0.508911,0.376937,0.591871,0.919256
6242,0.656284,0.164628,0.555552,0.800695
6243,1.19594,1.49132,1.02042,0.812988
6244,3.0314,1.40254,0.822028,1.11137
6245,0.2255,0.461975,1.16849,1.14189
6246,0.441693,0.116227,0.761476,0.909353
6247,1.59483,0.164498,0.699514,1.05857
6248,0.603783,0.168227,0.66627,1.20574
6249,0.861149,1.6351,1.55234,0.86476
6250,1.03699,0.587822,1.1194,0.952483
6251,1.54118,2.46895,1.02394,1.14129
6252,0.406863,1.01846,0.680624,0.957512
6253,2.12108,0.995185,0.939202,1.18112
6254,0.841984,1.3839,0.567384,1.0846
6255,1.06697,0.377815,0.854598,1.02807
6256,0.954691,0.381735,1.23921,0.952365
6257,0.659018,0.354731,0.777015,0.904612
6258,2.53521,0.186624,1.43393,0.870096
6259,0.787518,0.536834,1.12023,0.973709
6260,2.1473,1.83985,1.15014,0.921305
6261,0.0735324,0.324397,1.13094,0.759229
6262,0.609808,0.453486,0.687829,1.06255
6263,0.0660401,0.926719,0.604625,1.19757
6264,3.42407,0.547675,0.956521,0.836182
6265,0.406522,2.57828,0.551888,0.858553
6266,0.564848,1.71582,0.65793,1.00253
6267,0.838525,1.70751,0.870363,1.02808
6268,0.108532,0.157566,0.616471,0.967931
6269,0.319005,0.563522,1.19559,1.064
6270,0.7614,0.411361,1.17881,0.968954
6271,0.158737,1.07384,0.841631,0.848751
6272,0.853274,1.5429,0.842273,1.16793
6273,0.0789108,0.241412,0.430961,0.943765
6274,3.76753,1.13918,1.28917,0.92764
6275,0.643562,1.00697,0.894009,0.974643
6276,0.00115773,1.35717,0.543721,1.10231
6277,0.245835,1.35592,1.10762,1.07225
6278,0.562943,0.196676,0.85698,1.08537
6279,0.425166,0.219632,1.04914,1.13397
6280,0.713611,0.65241,0.957953,1.09606
6281,1.27231,0.548765,1.20229,1.01833
6282,0.48722,0.782511,0.548851,0.924287
6283,2.27135,0.254737,0.684835,1.20808
6284,2.76151,0.677815,0.706621,1.05719
6285,0.100583,0.364763,0.447157,1.13622
6286,0.252087,1.51334,0.846785,0.968438
6287,1.092,0.176058,1.62876,1.05858
6288,0.843718,2.24624,0.611997,1.19487
6289,3.8686,0.173983,1.16981,0.785036
6290,0.610133,1.24736,0.965249,0.938354
6291,0.56575,0.917159,1.08209,0.934944
6292,0.65146,0.613337,0.979495,1.01343
6293,0.543637,1.9282,0.992375,0.96828
6294,0.593571,0.124272,0.739353,1.05212
6295,0.143619,0.387418,1.00359,0.981581
6296,0.978628,0.240349,1.88847,0.983285
6297,1.91894,1.60961,0.794989,1.05903
6298,0.672787,0.185105,0.671678,1.10336
6299,0.0624297,0.451361,1.33917,0.881046
6300,0.322769,1.96416,0.589613,0.850101
6301,0.555254,1.2191,0.839208,1.06859
6302,2.01703,2.01529,1.2712,1.07333
6303,0.864683,0.519041,1.79761,1.06383
6304,4.04848,1.79958,1.21428,1.055
6305,0.0424924,0.758719,0.745169,1.01715
6306,1.65823,1.42568,0.685633,0.87566
6307,0.0228317,0.899493,0.703425,1.01455
